Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,"Part Status","Capacitance","Tolerance","Voltage - Rated","Temperature Coefficient","Operating Temperature","Features","Ratings","Applications","Failure Rate","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Thickness (Max)","Lead Spacing","Lead Style"
"http://www.calchipelectronics.com/pdf/gmc_series.pdf","//media.digikey.com/Photos/CalChip/MFG_GMC57CG_series.jpg","2571-GMC43X7R105J50NTTR-ND","GMC43X7R105J50NT","CAL-CHIP ELECTRONICS, INC.","CAL-CHIP ELECTRONICS, INC.","CAP CER 1UF 50V X7R 1812","4,000","0.68","0","1000","Tape & Reel (TR)","GMC","Active","1 µF","±5%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","-","0.118"" (3.00mm)","-","-"
"http://www.calchipelectronics.com/pdf/gmc_series.pdf","//media.digikey.com/Photos/CalChip/MFG_GMC57CG_series.jpg","2571-GMC43X7R106M50NTTR-ND","GMC43X7R106M50NT","CAL-CHIP ELECTRONICS, INC.","CAL-CHIP ELECTRONICS, INC.","CAP CER 10UF 50V X7R 1812","261,500","0.69","0","500","Tape & Reel (TR)","GMC","Active","10 µF","±20%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","-","0.118"" (3.00mm)","-","-"
"http://www.calchipelectronics.com/pdf/gmc_series.pdf","//media.digikey.com/Photos/CalChip/MFG_GMC57CG_series.jpg","2571-GMC45X7R105K50NTTR-ND","GMC45X7R105K50NT","CAL-CHIP ELECTRONICS, INC.","CAL-CHIP ELECTRONICS, INC.","CAP CER 1UF 50V X7R 1825","94,000","0.72","0","1000","Tape & Reel (TR)","GMC","Active","1 µF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","1825 (4564 Metric)","0.177"" L x 0.248"" W (4.50mm x 6.30mm)","-","0.126"" (3.20mm)","-","-"
"http://www.calchipelectronics.com/pdf/gmc_series.pdf","//media.digikey.com/Photos/CalChip/MFG_GMCxx_series.jpg","2571-GMC55X7R106M50NTTR-ND","GMC55X7R106M50NT","CAL-CHIP ELECTRONICS, INC.","CAL-CHIP ELECTRONICS, INC.","CAP2220 X7R 10UF 20% 50V","16,000","0.73","0","500","Tape & Reel (TR)","GMC","Active","10 µF","±20%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","2220 (5750 Metric)","0.224"" L x 0.197"" W (5.70mm x 5.00mm)","-","0.138"" (3.50mm)","-","-"
"http://www.calchipelectronics.com/pdf/gmc_series.pdf","//media.digikey.com/Photos/CalChip/MFG_GMC57CG_series.jpg","2571-GMC57X7R105M50NTTR-ND","GMC57X7R105M50NT","CAL-CHIP ELECTRONICS, INC.","CAL-CHIP ELECTRONICS, INC.","CAP CER 1UF 50V X7R 2225","8,000","0.78","0","1000","Tape & Reel (TR)","GMC","Active","1 µF","±20%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","2225 (5763 Metric)","0.220"" L x 0.200"" W (5.70mm x 5.00mm)","-","0.138"" (3.50mm)","-","-"
"http://www.calchipelectronics.com/pdf/gmc_series.pdf","//media.digikey.com/Photos/CalChip/MFG_GMC57CG_series.jpg","2571-GMC57X7R105K50NTTR-ND","GMC57X7R105K50NT","CAL-CHIP ELECTRONICS, INC.","CAL-CHIP ELECTRONICS, INC.","CAP CER 1UF 50V X7R 2225","8,000","0.78","0","1000","Tape & Reel (TR)","GMC","Active","1 µF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","2225 (5763 Metric)","0.220"" L x 0.200"" W (5.70mm x 5.00mm)","-","0.138"" (3.50mm)","-","-"
"http://www.calchipelectronics.com/pdf/gmc_series.pdf","//media.digikey.com/Photos/CalChip/MFG_GMC57CG_series.jpg","2571-GMC43X7R106K50NTTR-ND","GMC43X7R106K50NT","CAL-CHIP ELECTRONICS, INC.","CAL-CHIP ELECTRONICS, INC.","CAP CER 10UF 50V X7R 1812","261,500","0.8","0","500","Tape & Reel (TR)","GMC","Active","10 µF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","-","0.118"" (3.00mm)","-","-"
"http://www.calchipelectronics.com/pdf/gmc_series.pdf","//media.digikey.com/Photos/CalChip/MFG_GMC57CG_series.jpg","2571-GMC57X7R225K50NTTR-ND","GMC57X7R225K50NT","CAL-CHIP ELECTRONICS, INC.","CAL-CHIP ELECTRONICS, INC.","CAP CER 2.2UF 50V X7R 2225","23,500","0.89","0","500","Tape & Reel (TR)","GMC","Active","2.2 µF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","2225 (5763 Metric)","0.220"" L x 0.200"" W (5.70mm x 5.00mm)","-","0.138"" (3.50mm)","-","-"
"http://www.calchipelectronics.com/pdf/gmc_series.pdf","//media.digikey.com/Photos/CalChip/MFG_GMC57CG_series.jpg","2571-GMC57X7R105J50NTTR-ND","GMC57X7R105J50NT","CAL-CHIP ELECTRONICS, INC.","CAL-CHIP ELECTRONICS, INC.","CAP CER 1UF 50V X7R 2225","99,000","1","0","1000","Tape & Reel (TR)","GMC","Active","1 µF","±5%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","2225 (5763 Metric)","0.220"" L x 0.200"" W (5.70mm x 5.00mm)","-","0.138"" (3.50mm)","-","-"
"http://www.calchipelectronics.com/pdf/gmc_series.pdf","//media.digikey.com/Photos/CalChip/MFG_GMC57CG_series.jpg","2571-GMC55X7R106K50NTTR-ND","GMC55X7R106K50NT","CAL-CHIP ELECTRONICS, INC.","CAL-CHIP ELECTRONICS, INC.","CAP CER 10UF 50V X7R 2220","2,500","1.1","0","500","Tape & Reel (TR)","GMC","Active","10 µF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","2220 (5750 Metric)","0.224"" L x 0.197"" W (5.70mm x 5.00mm)","-","0.138"" (3.50mm)","-","-"
"http://www.calchipelectronics.com/pdf/gmc_series.pdf","//media.digikey.com/Photos/CalChip/MFG_GMCxx_series.jpg","2571-GMC55X7R226M50NTTR-ND","GMC55X7R226M50NT","CAL-CHIP ELECTRONICS, INC.","CAL-CHIP ELECTRONICS, INC.","CAP CER 22UF 50V X7R 2220","50,500","2.1","0","700","Tape & Reel (TR)","GMC","Active","22 µF","±20%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","2220 (5750 Metric)","0.224"" L x 0.197"" W (5.70mm x 5.00mm)","-","0.138"" (3.50mm)","-","-"
