Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,"Part Status","Capacitance","Tolerance","Voltage - Rated","Temperature Coefficient","Operating Temperature","Features","Ratings","Applications","Failure Rate","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Thickness (Max)","Lead Spacing","Lead Style"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_conventional_fk_en.pdf","//media.digikey.com/Photos/TDK%20Photos/FK74-SERIES.jpg","FK22X7R1E156MR006-ND","FK22X7R1E156MR006","TDK Corporation","TDK Corporation","CAP CER 15UF 25V X7R RADIAL","0","0.74283","0","1500","Tape & Box (TB)","FK","Not For New Designs","15 µF","±20%","25V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.295"" L x 0.157"" W (7.50mm x 4.00mm)","0.315"" (8.00mm)","-","0.197"" (5.00mm)","Formed Leads - Kinked"
"https://connect.kemet.com:7667/gateway/IntelliData-ComponentDocumentation/1.0/download/datasheet/C1210X106K3RAC7210","//media.digikey.com/Renders/Kemet%20Renders/1210-(3225).jpg","399-C1210X106K3RAC7210TR-ND","C1210X106K3RAC7210","KEMET","KEMET","10.0UF 25.0V","0","0.76076","0","4000","Tape & Reel (TR)","SMD Comm X7R Flex","Active","10 µF","±10%","25V","X7R","-55°C ~ 125°C","Soft Termination","-","Boardflex Sensitive","-","Surface Mount, MLCC","1210 (3225 Metric)","0.130"" L x 0.102"" W (3.30mm x 2.60mm)","-","0.110"" (2.80mm)","-","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_conventional_fk_en.pdf","//media.digikey.com/Photos/TDK%20Photos/FK74-SERIES.jpg","FK22X7R1E226MR006-ND","FK22X7R1E226MR006","TDK Corporation","TDK Corporation","CAP CER 22UF 25V X7R RADIAL","0","0.77","0","1500","Tape & Box (TB)","FK","Not For New Designs","22 µF","±20%","25V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.295"" L x 0.157"" W (7.50mm x 4.00mm)","0.315"" (8.00mm)","-","0.197"" (5.00mm)","Formed Leads - Kinked"
"https://connect.kemet.com:7667/gateway/IntelliData-ComponentDocumentation/1.0/download/datasheet/C1210X106K3RAC3123","//media.digikey.com/Renders/Kemet%20Renders/1210-(3225).jpg","399-C1210X106K3RAC3123TR-ND","C1210X106K3RAC3123","KEMET","KEMET","10.0UF 25.0V","0","0.82698","0","1000","Tape & Reel (TR)","SMD Comm X7R Flex","Active","10 µF","±10%","25V","X7R","-55°C ~ 125°C","Soft Termination","-","Boardflex Sensitive","-","Surface Mount, MLCC","1210 (3225 Metric)","0.130"" L x 0.102"" W (3.30mm x 2.60mm)","-","0.110"" (2.80mm)","-","-"
"https://api.kemet.com/component-edge/download/datasheet/C1206X335J3RACAUTO.pdf","//media.digikey.com/Renders/Kemet%20Renders/1206-(3216-Metric)-3,20x1,60x1,35mm.jpg","399-C1206X335J3RACAUTOTR-ND,399-C1206X335J3RACAUTOCT-ND","C1206X335J3RACAUTO","KEMET","KEMET","CAP CER 3.3UF 25V X7R 1206","0","0.84942","0","2000","Tape & Reel (TR),Cut Tape (CT)","SMD Auto X7R Flex","Active","3.3 µF","±5%","25V","X7R","-55°C ~ 125°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","1206 (3216 Metric)","0.130"" L x 0.063"" W (3.30mm x 1.60mm)","-","0.071"" (1.80mm)","-","-"
"https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCG32EC71E226KE01-01.pdf","//media.digikey.com/Renders/Murata%20Renders/GCG-Series-Epoxy-Mounting-Only.jpg","490-GCG32EC71E226KE01LTR-ND","GCG32EC71E226KE01L","Murata Electronics","Murata Electronics","CAP CER 22UF 25V X7S 1210","0","0.88873","0","1000","Tape & Reel (TR)","GCG","Active","22 µF","±10%","25V","X7S","-55°C ~ 125°C","Epoxy Mountable","AEC-Q200","Automotive","-","Surface Mount, MLCC, Epoxy","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","-","0.110"" (2.80mm)","-","-"
"https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/NTDA0-e.PDF","//media.digikey.com/photos/United%20Chemi-Con%20Photos/NTD-Series_7,50mmx4.50mm,4.70mm.jpg","KTD250B156M55A0T00-ND","KTD250B156M55A0T00","United Chemi-Con","United Chemi-Con","CAP CER 15UF 25V X7R RADIAL","0","0.891","0","2000","Tape & Box (TB)","NTD","Active","15 µF","±20%","25V","X7R","-55°C ~ 125°C","-","-","SMPS Filtering","-","Through Hole","Radial","0.295"" L x 0.177"" W (7.50mm x 4.50mm)","0.354"" (9.00mm)","-","0.197"" (5.00mm)","Straight"
"-","//media.digikey.com/Renders/AVX%20Renders/1812-(4532-Metric)-2,80mm.jpg","478-18123C106KAT2ATR-ND","18123C106KAT2A","KYOCERA AVX","KYOCERA AVX","CAP CER SMD","0","0.9592","0","500","Tape & Reel (TR)","-","Active","10 µF","±10%","25V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","-","0.071"" (1.80mm)","-","-"
"https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/NTDA0-e.PDF","//media.digikey.com/photos/United%20Chemi-Con%20Photos/NTD-Series_7,50mmx4.50mm,4.70mm.jpg","KTD250B226M55A0T00-ND","KTD250B226M55A0T00","United Chemi-Con","United Chemi-Con","CAP CER 22UF 25V X7R RADIAL","0","0.97862","0","2000","Tape & Box (TB)","NTD","Active","22 µF","±20%","25V","X7R","-55°C ~ 125°C","-","-","SMPS Filtering","-","Through Hole","Radial","0.295"" L x 0.177"" W (7.50mm x 4.50mm)","0.354"" (9.00mm)","-","0.197"" (5.00mm)","Straight"
"https://connect.kemet.com:7667/gateway/IntelliData-ComponentDocumentation/1.0/download/datasheet/C1812C475M3RACTU","//media.digikey.com/Renders/Kemet%20Renders/1812-(4532-Metric)-4,50x3,20x2,7mm.jpg","399-C1812C475M3RAC7800TR-ND","C1812C475M3RAC7800","KEMET","KEMET","CAP CER 4.7UF 25V X7R 1812","0","0.99145","0","1000","Tape & Reel (TR)","SMD Comm X7R","Active","4.7 µF","±20%","25V","X7R","-55°C ~ 125°C","-","-","Bypass, Decoupling","-","Surface Mount, MLCC","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","-","0.071"" (1.80mm)","-","-"
